CPU	 1	 0.016675
CPU	 3	 0
CPU	 5	 0.016675
CPU	 7	 0.01665
CPU	 9	 0.016675
CPU	 11	 0.016675
CPU	 13	 0.016675
CPU	 15	 0
CPU	 17	 0.016675
CPU	 19	 0.01665
CPU	 21	 0.016675
CPU	 23	 0
CPU	 25	 0.016675
CPU	 27	 0.01665
CPU	 29	 0.016675
CPU	 31	 0.016675
CPU	 33	 0.03335
CPU	 35	 0
CPU	 37	 0.016675
CPU	 39	 0.016675
CPU	 41	 0.016675
CPU	 43	 0.01665
CPU	 45	 0.016675
CPU	 47	 0.03335
CPU	 49	 0.033325
CPU	 51	 0.016675
CPU	 53	 0.033325
CPU	 55	 0.016675
CPU	 57	 0.01665
CPU	 59	 0.016675
CPU	 61	 0.01665
CPU	 63	 0.033325
CPU	 65	 0.033325
CPU	 67	 0.033325
CPU	 69	 0.033325
CPU	 71	 0.016675
CPU	 73	 0.016675
CPU	 75	 0.05
CPU	 77	 0.033325
CPU	 79	 0.033325
CPU	 81	 0.05
CPU	 83	 0.033325
CPU	 85	 0.033325
CPU	 87	 0.05
CPU	 89	 0.033325
CPU	 91	 0.033325
CPU	 93	 0.016675
CPU	 95	 0.03335
CPU	 97	 0.06665
CPU	 99	 0.11665
CPU	 101	 0.066675
CPU	 103	 0.066675
CPU	 105	 0.05
CPU	 107	 0.05
CPU	 109	 0.033325
CPU	 111	 0.05
CPU	 113	 0.033325
CPU	 115	 0.05
CPU	 117	 0.05
CPU	 119	 0.03335
CPU	 121	 0.05
CPU	 123	 0.05
CPU	 125	 0.05
CPU	 127	 0.05
CPU	 129	 0.033325
CPU	 131	 0.033325
CPU	 133	 0.05
CPU	 135	 0.033325
CPU	 137	 0.066675
CPU	 139	 0.05
CPU	 141	 0.06665
CPU	 143	 0.066675
CPU	 145	 0.066675
CPU	 147	 0.08335
CPU	 149	 0.083325
CPU	 151	 0.083325
CPU	 153	 0.066675
CPU	 155	 0.066675
CPU	 157	 0.066675
CPU	 159	 0.083325
CPU	 161	 0.066675
CPU	 163	 0.05
CPU	 165	 0.066675
CPU	 167	 0.05
CPU	 169	 0.05
CPU	 171	 0.066675
CPU	 173	 0.05
CPU	 175	 0.05
CPU	 177	 0.05
CPU	 179	 0.066675
CPU	 181	 0.06665
CPU	 183	 0.066675
CPU	 185	 0.066675
CPU	 187	 0.06665
CPU	 189	 0.05
CPU	 191	 0.05
CPU	 193	 0.083325
CPU	 195	 0.05
CPU	 197	 0.06665
CPU	 199	 0.05
IO	 0	 2202.5
IO	 2	 2202.63
IO	 4	 2202.78
IO	 6	 2202.93
IO	 8	 2203.07
IO	 10	 2203.2
IO	 12	 2203.33
IO	 14	 2203.48
IO	 16	 2203.62
IO	 18	 2203.75
IO	 20	 2203.87
IO	 22	 2203.97
IO	 24	 2204.08
IO	 26	 2204.2
IO	 28	 2204.28
IO	 30	 2204.45
IO	 32	 2204.58
IO	 34	 2204.7
IO	 36	 2204.82
IO	 38	 2204.93
IO	 40	 2205.02
IO	 42	 2205.12
IO	 44	 2205.23
IO	 46	 2205.35
IO	 48	 2205.43
IO	 50	 2205.48
IO	 52	 2205.57
IO	 54	 2205.67
IO	 56	 2205.78
IO	 58	 2205.87
IO	 60	 2205.93
IO	 62	 2206.02
IO	 64	 2206.07
IO	 66	 2206.12
IO	 68	 2206.15
IO	 70	 2206.22
IO	 72	 2206.27
IO	 74	 2206.32
IO	 76	 2206.33
IO	 78	 2206.35
IO	 80	 2206.33
IO	 82	 2206.35
IO	 84	 2206.38
IO	 86	 2206.38
IO	 88	 2206.37
IO	 90	 2206.37
IO	 92	 2206.37
IO	 94	 2206.35
IO	 96	 2206.32
IO	 98	 2206.12
IO	 100	 2205.9
IO	 102	 2205.77
IO	 104	 2205.62
IO	 106	 2205.57
IO	 108	 2205.53
IO	 110	 2205.48
IO	 112	 2205.42
IO	 114	 2205.33
IO	 116	 2205.25
IO	 118	 2205.13
IO	 120	 2205.1
IO	 122	 2205.02
IO	 124	 2204.95
IO	 126	 2204.85
IO	 128	 2204.75
IO	 130	 2204.68
IO	 132	 2204.6
IO	 134	 2204.5
IO	 136	 2204.4
IO	 138	 2204.25
IO	 140	 2204.13
IO	 142	 2203.95
IO	 144	 2203.73
IO	 146	 2203.52
IO	 148	 2203.18
IO	 150	 2202.95
IO	 152	 2202.68
IO	 154	 2202.43
IO	 156	 2202.18
IO	 158	 2201.97
IO	 160	 2201.7
IO	 162	 2201.52
IO	 164	 2201.4
IO	 166	 2201.27
IO	 170	 2200.97
IO	 172	 2200.8
IO	 174	 2200.63
IO	 176	 2200.47
IO	 178	 2200.28
IO	 180	 2200.05
IO	 168	 2201.32
IO	 182	 2199.8
IO	 184	 2199.58
IO	 186	 2199.35
IO	 188	 2199.13
IO	 190	 2198.92
IO	 192	 2198.72
IO	 194	 2198.45
IO	 196	 2198.22
IO	 198	 2197.97
