CPU	 1	 0.08335
CPU	 3	 0.11665
CPU	 5	 0.08335
CPU	 7	 0.083325
CPU	 9	 0.1
CPU	 11	 0.1
CPU	 13	 0.1
CPU	 15	 0.116675
CPU	 17	 0.11665
CPU	 19	 0.083325
CPU	 21	 0.1
CPU	 23	 0.066675
CPU	 25	 0.06665
CPU	 27	 0.083325
CPU	 29	 0.06665
CPU	 31	 0.1
CPU	 33	 0.11665
CPU	 35	 0.116675
CPU	 37	 0.11665
CPU	 39	 0.08335
CPU	 41	 0.083325
CPU	 43	 0.066675
CPU	 45	 0.1
CPU	 47	 0.066675
CPU	 49	 0.116675
IO	 10	 12580.1
IO	 42	 12580.8
IO	 48	 12584.2
IO	 28	 12587
IO	 16	 12589
IO	 22	 12588.7
IO	 2	 12590.4
IO	 44	 12587.8
IO	 24	 12589.5
IO	 6	 12590.8
IO	 30	 12589.5
IO	 34	 12589.9
IO	 36	 12589.7
IO	 8	 12591.6
IO	 4	 12592
IO	 12	 12592.2
IO	 46	 12589.9
IO	 40	 12590.5
IO	 0	 12593.1
IO	 20	 12592.1
IO	 18	 12592.4
IO	 32	 12591.8
IO	 26	 12592.2
IO	 38	 12591.3
IO	 14	 12592.9
