CPU	 1	 0.08335
CPU	 3	 0.133325
CPU	 5	 0.1
CPU	 7	 0.133325
CPU	 9	 0.11665
CPU	 11	 0.1
CPU	 13	 0.1
CPU	 15	 0.13335
CPU	 17	 0.11665
CPU	 19	 0.11665
CPU	 21	 0.116675
CPU	 23	 0.133325
CPU	 25	 0.13335
CPU	 27	 0.133325
CPU	 29	 0.083325
CPU	 31	 0.116675
CPU	 33	 0.133325
CPU	 35	 0.13335
CPU	 37	 0.183325
CPU	 39	 0.15
CPU	 41	 0.11665
CPU	 43	 0.116675
CPU	 45	 0.133325
CPU	 47	 0.18335
CPU	 49	 0.133325
CPU	 51	 0.116675
CPU	 53	 0.133325
CPU	 55	 0.166675
CPU	 57	 0.13335
CPU	 59	 0.116675
CPU	 61	 0.1
CPU	 63	 0.13335
CPU	 65	 0.15
CPU	 67	 0.1
CPU	 69	 0.16665
CPU	 71	 0.13335
CPU	 73	 0.183325
CPU	 75	 0.133325
CPU	 77	 0.15
CPU	 79	 0.1
CPU	 81	 0.133325
CPU	 83	 0.1
CPU	 85	 0.166675
CPU	 87	 0.16665
CPU	 89	 0.15
CPU	 91	 0.11665
CPU	 93	 0.15
CPU	 95	 0.15
CPU	 97	 0.11665
CPU	 99	 0.15
CPU	 101	 0.166675
CPU	 103	 0.13335
CPU	 105	 0.15
CPU	 107	 0.133325
CPU	 109	 0.15
CPU	 111	 0.13335
CPU	 113	 0.15
CPU	 115	 0.15
CPU	 117	 0.15
CPU	 119	 0.183325
CPU	 121	 0.1
CPU	 123	 0.116675
CPU	 125	 0.166675
CPU	 127	 0.15
CPU	 129	 0.16665
CPU	 131	 0.116675
CPU	 133	 0.116675
CPU	 135	 0.166675
CPU	 137	 0.16665
CPU	 139	 0.11665
CPU	 141	 0.166675
CPU	 143	 0.133325
CPU	 145	 0.18335
CPU	 147	 0.15
CPU	 149	 0.18335
CPU	 151	 0.15
CPU	 153	 0.183325
CPU	 155	 0.166675
CPU	 157	 0.166675
CPU	 159	 0.133325
CPU	 161	 0.18335
CPU	 163	 0.11665
CPU	 165	 0.15
CPU	 167	 0.16665
CPU	 169	 0.16665
CPU	 171	 0.15
CPU	 173	 0.15
CPU	 175	 0.166675
CPU	 177	 0.183325
CPU	 179	 0.15
CPU	 181	 0.166675
CPU	 183	 0.133325
CPU	 185	 0.116675
CPU	 187	 0.11665
CPU	 189	 0.133325
CPU	 191	 0.13335
CPU	 193	 0.166675
CPU	 195	 0.133325
CPU	 197	 0.15
CPU	 199	 0.13335
IO	 14	 58237.1
IO	 30	 58241.2
IO	 20	 58244.2
IO	 0	 58246
IO	 32	 58245
IO	 10	 58247.6
IO	 6	 58248.2
IO	 22	 58247.2
IO	 118	 58237.1
IO	 26	 58247.8
IO	 48	 58246.1
IO	 12	 58249.3
IO	 62	 58245.2
IO	 54	 58246.2
IO	 38	 58249.1
IO	 44	 58249.2
IO	 16	 58251.8
IO	 86	 58245.1
IO	 68	 58248.2
IO	 160	 58235.4
IO	 82	 58246.7
IO	 60	 58249.3
IO	 4	 58254.8
IO	 92	 58246.4
IO	 172	 58234.8
IO	 28	 58254.7
IO	 8	 58256.7
IO	 94	 58248.2
IO	 108	 58246.8
IO	 40	 58254.8
IO	 42	 58254.8
IO	 76	 58251.6
IO	 34	 58256.3
IO	 2	 58259
IO	 198	 58234.4
IO	 162	 58240.2
IO	 18	 58258.2
IO	 84	 58251.7
IO	 36	 58256.9
IO	 46	 58256.1
IO	 72	 58253.6
IO	 98	 58250.7
IO	 24	 58258.6
IO	 122	 58247.4
IO	 50	 58256.3
IO	 112	 58249
IO	 110	 58249.7
IO	 130	 58246.9
IO	 74	 58254.6
IO	 184	 58238.5
IO	 150	 58244.2
IO	 56	 58256.8
IO	 88	 58253.6
IO	 154	 58244.2
IO	 192	 58238.4
IO	 136	 58247.6
IO	 188	 58239.1
IO	 138	 58247.3
IO	 52	 58258.3
IO	 134	 58248.3
IO	 158	 58244.5
IO	 58	 58258.1
IO	 164	 58243.9
IO	 178	 58241.9
IO	 90	 58255.1
IO	 124	 58251.1
IO	 190	 58240.7
IO	 70	 58258.4
IO	 152	 58247.1
IO	 166	 58245
IO	 168	 58244.6
IO	 66	 58258.9
IO	 80	 58257.5
IO	 100	 58255
IO	 78	 58257.8
IO	 174	 58243.9
IO	 104	 58254.6
IO	 128	 58251.3
IO	 126	 58251.7
IO	 116	 58253.3
IO	 132	 58250.9
IO	 148	 58248.6
IO	 176	 58243.9
IO	 106	 58254.8
IO	 144	 58249.3
IO	 96	 58256.1
IO	 120	 58252.9
IO	 196	 58240.9
IO	 64	 58260
IO	 114	 58254
IO	 170	 58245.2
IO	 142	 58250.1
IO	 180	 58243.8
IO	 102	 58255.8
IO	 186	 58242.9
IO	 140	 58250.5
IO	 182	 58243.5
IO	 156	 58247.8
IO	 146	 58249.6
IO	 194	 58241.8
